"Family","PC1","PC2","PC3","PC4","Pop","Tree","State","Region","Date","Latitude","Longitude","Elevation","DBH","Budbreak_2020","BudSet_2019","BudSet_2020","Growth","BudBreak_cGDD_plasticity","BudSet_2019_plasticity","BudSet_2020_plasticity","Growth_plasticity","TotalDry_plasticity","RootShoot_plasticity","SideBranch_MainStem_plasticity","Delta13Carbon_plasticity","Delta15Nitrogen_plasticity","PercentN_plasticity","CN_ratio_plasticity","TotalDry","RootShoot","SideBranch_MainStem","delta13C","delta15N","percentN","CN_ratio","q1","q2"
"PRK_04",-0.0735804322077827,0.037763911099014,-0.0622622068322994,-0.024714006534266,"PRK",4,"WV","Edge",9282017,38.34618,80.16209,1262,26.9,669.8884371,269.2300559,211.6413073,31.90112782,29.69494868,3.135209475,6.374309858,0.795583561,0.84502629,0.02103031,0.119003524,0.041559115,0.725363328,0.040986753,0.086205005,19.36554206,-1.530061373,0.759490963,-30.88624636,2.632176164,1.585948949,32.4150214,0.9998012,0.0001988
"PRK_05",-0.0689833783626945,0.0257642842131863,-0.0124518691809922,-0.00334536486115901,"PRK",5,"WV","Edge",9282017,38.34659,80.16196,1267,18.8,689.3711518,265.7444323,211.2292192,36.37125676,37.11372339,2.102780914,5.971699412,0.52454716,2.46547662,0.007690413,0.122309909,0.050512688,0.653454068,0.035585523,0.080651414,42.57391592,-1.564353981,0.78654036,-30.8993013,2.81109045,1.534649081,32.28427872,0.9992387,0.0007613
"PRO_02",0.0559072187200598,0.0376344217767405,-0.0435565761592587,-0.00316180004373375,"PRO",2,"VT","Core",8152017,44.52773,72.8672,425,37.8,658.2040037,263.2070016,210.5174307,29.85633279,27.73617837,1.233390847,6.073107603,0.9089703,0.736259572,0.012039505,0.116554358,0.067761176,0.775271322,0.030854474,0.079843233,18.43641161,-1.599782091,0.689701391,-30.96261084,2.471288472,1.504609029,32.19023465,0.9447254,0.0552746
"PRO_03",0.0576075022910223,0.0399949699158043,0.0412151203227753,0.0131147668852859,"PRO",3,"VT","Core",8152017,44.52746,72.86732,420,41,653.641644,253.6024684,216.317996,32.66115279,23.46713098,3.839774117,5.37941471,0.723807765,1.278270331,0.000521303,0.152986232,0.027239363,0.7316804,0.036621666,0.050273548,25.95510999,-1.650980099,0.882885708,-30.73330909,2.600841203,1.553409635,31.46425771,0.9453887,0.0546113
"PRO_04",0.0335918671001407,0.0447898942094769,-0.102076060503513,-0.0285320471770546,"PRO",4,"VT","Core",9012017,44.52844,72.86649,429,NA,644.3322762,261.5093042,215.7219037,31.81085215,21.09713413,3.011087794,6.135292741,0.806993926,0.92386708,0.01092982,0.125238005,0.136562621,0.659400013,0.03470195,0.098433399,20.49685646,-1.618644847,0.748664948,-31.17633455,2.800290097,1.519607332,32.85066459,0.9678376,0.0321624
"RP_01",-0.0689764942507091,0.0206567648673453,0.0248756816598459,0.00690267849620211,"RP",1,"TN","Edge",9002016,35.60925,83.44671,1617,54.1,671.7987582,266.5386966,206.5982687,30.9735123,31.09805838,2.609119526,5.525883036,0.870381344,1.518929075,0.009379801,0.125605894,0.079946376,0.710239184,0.032512407,0.092152986,29.15659567,-1.617937725,0.774163045,-31.06656567,2.573612241,1.522069672,32.55798379,0.9998088,0.0001912
"RP_03",-0.0745041755284676,0.0291991252098921,-0.00328333682613731,0.00980340258491352,"RP",3,"TN","Edge",9002016,35.60989,83.44798,1586,50.4,683.743426,264.6941259,211.816645,35.22195693,36.74014954,2.45345626,5.739492262,0.587783202,1.541296517,0.004545214,0.131763806,0.026106816,0.822741485,0.039671948,0.081811293,29.26453577,-1.618608978,0.830895024,-30.73984628,2.349306237,1.574231967,32.32854803,0.9961087,0.0038913
"RP_05",-0.0761481747020293,0.0222578998080578,-0.0171883136783916,-0.00148936603546104,"RP",5,"TN","Edge",9002016,35.61014,83.45202,1545,48.2,676.3522879,258.5468554,214.53576,31.2664591,33.63488613,4.113310431,6.102371622,0.827034945,1.354085861,0.001331776,0.142520329,0.008147478,0.639100927,0.029999072,0.09958636,26.1927846,-1.671536885,0.846474638,-30.8052678,2.757075075,1.511820171,32.70025039,0.98246,0.0175401
"RP_06",-0.0752984997969264,0.0296526799841982,-0.0505849722497299,0.00986269821415211,"RP",6,"TN","Edge",9002016,35.61018,83.45275,1537,63,668.3006927,269.2771111,211.1678982,29.2485982,33.18098601,3.32445917,5.532547094,0.947125314,0.453217158,0.008167018,0.14134331,0.121670032,0.731696624,0.034564853,0.076258325,13.89876212,-1.674720291,0.829527587,-31.17613605,2.345877722,1.520625209,32.16486161,0.9998068,0.0001932
"RP_11",-0.0810749109868482,0.0263474613439801,-0.00212807490943529,0.0350234766512768,"RP",11,"TN","Edge",9002016,35.61305,83.46869,1370,62.3,676.8012549,264.9660772,212.0568552,33.56952953,34.1429191,3.031907372,5.526197197,0.695281987,1.254208559,0.004609625,0.117789863,0.150129362,0.792514806,0.028742751,0.114441384,25.78796051,-1.626520072,0.768264031,-30.70262549,2.354621923,1.513907456,33.08534104,0.9997981,0.0002019
"SAV_01",0.0290433677143037,-0.00900413221900352,0.00793584878006084,0.0069563167964772,"SAV",1,"MA","Core",9202017,42.60101,73.02749,767,43.8,657.2536077,241.7969256,208.5693778,25.47347502,28.52907032,2.995722701,6.158059752,1.149009843,0.792216903,0.006278252,0.167693949,0.090456412,0.747101343,0.044503586,0.016956969,19.44792823,-1.58078202,0.925627971,-31.13847696,2.579647503,1.639061487,30.4410301,0.8991307,0.1008693
"SAV_02",0.0434879904460213,0.0292137269423375,0.00898269083526799,0.019147945907952,"SAV",2,"MA","Core",9202017,42.60059,73.0264,759,41.9,648.3689001,266.0773634,211.5898077,29.36554153,23.46113818,2.425402237,5.839157149,0.9439207,0.848360916,0.002434627,0.149090451,0.000556191,0.735420255,0.034798741,0.077904539,19.98407819,-1.696524869,0.888249541,-30.93839313,2.372285694,1.54165353,32.17544239,0.9465302,0.0534698
"SAV_03",0.0454825610207265,0.0528933336552076,0.0913652471309956,0.0238691365091406,"SAV",3,"MA","Core",9202017,42.60036,73.02493,738,38,668.7731537,257.9543119,213.8927257,34.79290703,31.75422877,3.057811132,4.930428724,0.597119111,1.361616232,0.006180274,0.144075188,0.090451171,0.662431811,0.043745376,0.034649715,27.49229505,-1.62366356,0.856819005,-31.06472004,2.68782201,1.605093292,31.03485012,0.9827144,0.0172856
"SAV_04",0.0333382058043773,0.0673429856988401,-0.00307751083591981,-0.00403578595456529,"SAV",4,"MA","Core",9202017,42.65836,73.05849,564,37.3,670.1600017,257.6544984,214.0014483,33.36069571,31.84263588,4.244693964,5.832267564,0.70033372,0.728115401,0.003801017,0.11336757,0.136753431,0.6509125,0.03334748,0.06489503,18.41405782,-1.598076185,0.780812786,-31.18327489,2.64094523,1.53613084,31.81422599,0.9957109,0.0042891
"SAV_05",0.0415939736502978,0.0531970982831059,0.0632475177265306,0.0325785876276871,"SAV",5,"MA","Core",9202017,42.65893,73.05984,572,32.9,665.3365261,247.3864034,207.1010356,29.09640904,30.86438513,2.561574972,5.841384787,0.971128086,1.360211336,0.012443188,0.135629424,0.11053714,0.681696274,0.040807971,0.038624197,26.98022166,-1.622676174,0.817511665,-31.0987796,2.78967635,1.599031769,31.06234382,0.989489,0.010511
"SAV_06",0.0429411477530718,-0.00821914771541091,0.0139952254535814,0.00647440739650659,"SAV",6,"MA","Core",9202017,42.6589,73.06075,577,51.6,679.7155677,255.1774057,206.5463998,29.34334792,31.30202155,3.384793128,5.848754492,0.939078071,1.580564705,0.010970302,0.120638438,0.027473304,0.640208155,0.042684126,0.06176537,31.1400878,-1.605661997,0.791312581,-30.76776101,2.824596412,1.606225271,31.74199658,0.9155513,0.0844487
"SAV_07",0.0384596518815752,0.0350299865062619,-0.017749885020312,0.00470012368589164,"SAV",7,"MA","Core",9202017,42.65743,73.06254,612,48.9,661.9713484,256.7133961,209.7378051,27.94769758,26.87579326,3.870345186,5.673331294,1.039717978,1.430342797,0.057370073,0.136283937,0.024778988,0.753266625,0.030387791,0.094092697,28.34798592,-1.530496666,0.813990058,-30.84835708,2.501279237,1.511545457,32.56840227,0.9437999,0.0562002
"SPR_01",-0.0217482627730668,-0.100405861169919,-0.093434410592516,-0.0123046335477678,"SPR",1,"PA","Margin",9142017,41.2067,75.64813,586,32.7,643.5885736,259.3339038,223.1157933,39.06364991,25.2414818,3.414748838,6.479253578,0.365575571,2.306827265,0.006010185,0.132059709,0.022275426,0.775194698,0.040093514,0.095624741,38.86273337,-1.635263764,0.789636127,-30.55207407,2.44157327,1.575422372,32.71947213,0.7793877,0.2206123
"SPR_02",-0.00797485393635095,-0.164001154592569,-0.00385986576570222,0.00478760241508095,"SPR",2,"PA","Margin",9142017,41.20095,75.6479,567,20.5,639.3595863,234.0328322,211.3485037,28.7966483,23.70613231,3.301724983,5.644970017,0.986894621,2.370732127,0.007933663,0.181331568,0.028070776,0.701715154,0.053430017,0.01106125,39.94513258,-1.619586232,0.934967542,-30.6777898,2.776178935,1.687083512,29.69553103,0.6652389,0.3347611
"SPR_03",0.00230005350937602,-0.176698574457708,0.0264834094353541,0.0143916069806571,"SPR",3,"PA","Margin",9142017,41.20177,75.64116,585,NA,618.3163689,253.2313179,210.0652171,32.95132778,10.80690157,3.180665716,5.939706382,0.712579256,1.260526258,0.006046671,0.105040939,0.004203153,0.707453553,0.079398032,0.086492649,25.28760814,-1.615858198,0.684782527,-30.57785597,2.634550397,1.961546958,27.53292638,0.6812015,0.3187986
"SPR_04",-0.00492715689499892,-0.168820784118748,0.0314951460254678,0.0218428610226229,"SPR",4,"PA","Margin",9142017,41.2021,75.63768,588,39.8,669.6727345,261.1836318,225.9614742,41.87280651,29.55788325,2.701585127,6.082275578,0.208470019,2.570452019,0.004097265,0.106877519,0.115631372,0.650789745,0.033357874,0.096048468,43.89853484,-1.621627295,0.685326929,-30.41722577,2.733531774,1.513520963,32.78747741,0.7035178,0.2964822
"SPR_05",-0.00428080537167423,-0.153733363601952,0.0327276962133713,0.018674703263707,"SPR",5,"PA","Margin",9142017,41.20205,75.6366,590,31.5,663.4863288,256.9866852,212.4446366,34.59752735,29.56813628,3.469912829,5.533154691,0.644133495,2.431531385,0.006930075,0.125776685,0.057909447,0.757068238,0.01758152,0.222755591,42.32847831,-1.570984818,0.800878621,-30.86680583,2.495210563,1.379371434,36.30827218,0.6944725,0.3055275
"TWI_02",0.0506426199537168,0.0715457960581642,-0.00528263429116486,-0.00370870016104962,"TWI",2,"NY","Core",9062017,42.11969,74.12601,1064,19,655.96262,247.8738929,209.2639155,24.47002689,25.20116296,4.011346768,5.998544137,1.238992902,0.863668042,0.017630521,0.155690942,0.090945413,0.732178346,0.03687053,0.052017505,19.6406036,-1.570702574,0.840944297,-31.03154049,2.530498952,1.532174688,31.44296758,0.9998093,0.0001907
"TWI_03",0.0452303340701807,0.0513278853842156,-0.00926394253295488,-0.000627521137071016,"TWI",3,"NY","Core",9062017,42.1222,74.12683,1042,10,642.2615743,241.0229485,207.1896552,21.88782553,20.76590289,1.863252151,5.581336319,1.393173625,0.995165018,0.005011697,0.169419938,0.090391108,0.758930985,0.046809066,0.016192791,21.3268607,-1.671740393,0.918937894,-31.08717597,2.392654402,1.637765272,30.45599442,0.9584895,0.0415105
"TWI_04",0.0381537683252674,0.0690107175181301,-0.0433721615441519,-0.00991914639377885,"TWI",4,"NY","Core",9062017,42.12289,74.1269,1051,23.7,643.8731531,263.7192572,210.629754,31.01468308,23.13509678,3.595956568,5.340701636,0.828633352,0.439163898,0.001679877,0.130115347,0.17820388,0.823846766,0.045264998,0.023503786,14.0293501,-1.632150098,0.835133728,-31.25826139,2.294626156,1.607545081,30.72241532,0.990239,0.009761
"TWI_05",0.0314860957732385,0.0706416748001734,-0.0416660167871451,0.00304574547258258,"TWI",5,"NY","Core",9062017,42.12367,74.12727,1074,18.5,655.5488192,263.7515574,215.64891,24.00984,26.3943503,3.209255486,6.219206617,1.280035417,0.465110075,0.01792339,0.129176455,0.108831844,0.669333444,0.061476778,0.02104279,13.89243746,-1.542010077,0.773576451,-31.11708418,2.664473856,1.758475982,29.3991403,0.9986032,0.0013968
"TWI_06",0.0524705489051884,0.0727353112159183,-0.0840703250505042,-0.0178998981680218,"TWI",6,"NY","Core",9062017,42.12489,74.12855,1100,29.5,667.3646268,259.8660887,211.1542941,29.16438621,30.35832733,2.688615342,5.306847127,0.951065118,0.856435455,0.001148715,0.163005275,0.13887089,0.718343907,0.031829203,0.077621358,19.98861864,-1.682499424,0.923978485,-31.1088685,2.561949045,1.512366997,32.16819064,0.9977857,0.0022143
"WA_412",-0.0841892694181521,0.0359550478647981,-0.0220638111396605,-0.00882274290965498,"WA",412,"NC","Edge",9002016,35.34417,83.35255,1285,49.1,663.6665253,268.4119144,212.2553161,30.8574825,29.45450621,2.999282902,6.007090197,0.843639524,1.201059788,0.001696743,0.151398636,0.066057488,0.671091445,0.026997011,0.153641741,25.6407244,-1.658072921,0.895053345,-31.03257543,2.665497698,1.469796507,34.29134931,0.9998059,0.0001941
"WA_414",-0.0813472098815972,0.0300322031992588,-0.0689833804889062,0.0142317205037474,"WA",414,"NC","Edge",9002016,35.34103,83.35087,1273,44.8,672.7758572,251.5843889,210.694649,25.5028891,33.35965775,3.176776597,5.723267759,1.17741569,0.460701132,0.006423485,0.138277173,0.078482258,0.781054328,0.037579183,0.05793261,14.26860272,-1.64129246,0.827908258,-31.07610234,2.457915841,1.568283418,31.59106245,0.9998084,0.0001915
"WA_416",-0.0732705272792471,0.0338973017397464,-0.0967792017066529,-0.0407124260928404,"WA",416,"NC","Edge",9002016,35.33896,83.3516,1251,51,662.3930026,259.7194471,208.7040281,29.48141774,28.24008627,3.280367029,5.752984327,0.958548211,0.728067615,0.001345602,0.13678004,0.225488768,0.740423994,0.039093465,0.046636642,17.38858416,-1.638613769,0.820206812,-31.30373758,2.526183294,1.576367863,31.29080434,0.9997929,0.0002071
"WA_418",-0.0687217571351714,0.0158442601068389,0.0210310040768801,-0.00865023477378679,"WA",418,"NC","Edge",9002016,35.3378,83.35202,1264,54.8,669.4517142,264.9315022,209.5376843,27.71079343,29.9207044,3.137553265,5.458312594,1.060626684,0.520737847,0.000585143,0.145707759,0.067451857,0.781143194,0.045690426,0.020425272,14.19222567,-1.705601946,0.863840618,-30.9012347,2.445246496,1.636361387,30.571465,0.9840516,0.0159483
"WA_419",-0.073462596530826,0.0267946402373572,0.0455849110909618,-0.0004397613299232,"WA",419,"NC","Edge",9002016,35.34348,83.35368,1277,60.8,658.9317632,259.2543722,213.4522068,27.91292033,26.19757587,5.247351855,5.698295088,1.059039849,0.882604517,0.008977977,0.153022879,0.072145099,0.723277883,0.026445212,0.134206192,19.58977235,-1.614827847,0.878696892,-30.95222903,2.64647178,1.458569253,33.78893313,0.9989704,0.0010296
"WCA_01",0.038716645773928,0.0408004677808779,0.0797502523518584,0.015349296106246,"WCA",1,"NY","Core",9082017,42.46577,74.57816,574,21,640.4272454,266.7831901,219.5128265,32.74638732,21.26108228,1.550100656,5.879692503,0.708623579,1.081765927,0.005167397,0.129166007,0.04848483,0.726838354,0.044908563,0.030598539,22.83407005,-1.646362875,0.808036338,-30.95753783,2.455503884,1.616098864,30.92221778,0.9698575,0.0301425
"WCA_02",0.0348606788558425,0.00560491992346291,0.0949880377468407,0.0200188348900449,"WCA",2,"NY","Core",9082017,42.4851,74.597,582,50,658.778466,251.7726094,211.7642833,28.23703841,27.9848986,3.915388931,5.522055587,1.006600577,0.853794488,0.004311362,0.175576815,0.040750871,0.72911232,0.035057912,0.061813802,19.82769762,-1.631877844,0.96640901,-30.95861926,2.599757189,1.536353843,31.77286859,0.9332577,0.0667423
"WCA_03",0.0352977287712465,0.0211896338271728,0.00798476486728987,-0.00516000538853979,"WCA",3,"NY","Core",9082017,42.4851,74.597,582,42,681.5184563,244.2437915,208.5539868,27.7617321,35.23006266,3.119582509,6.035785771,1.039007354,1.901647685,0.006319945,0.149199779,0.072371873,0.709233591,0.029990041,0.126608963,34.36984588,-1.640097861,0.905067316,-30.95805476,2.49999932,1.493358317,33.54297196,0.9357256,0.0642744
"WCA_04",0.0403545772733887,0.0463887090425011,0.0722411331344726,0.0188441604207761,"WCA",4,"NY","Core",9082017,42.48974,74.5986,566,49.9,653.8700706,251.5572222,211.2314823,26.38015549,24.62376815,3.165951869,6.187328567,1.121073985,0.534255029,0.012472206,0.121199083,0.072917427,0.745732992,0.05871006,0.004252884,14.73749681,-1.566162777,0.777594212,-31.05210823,2.501608239,1.724096293,29.9473521,0.9788226,0.0211773
"WCA_05",0.0351001182138631,0.0624895461000312,0.092622681371222,0.0268086534123937,"WCA",5,"NY","Core",9082017,42.48933,74.59966,568,20.4,680.374535,259.1132069,211.7026094,33.31237886,33.34841138,2.976169057,5.538454619,0.700389616,1.657998233,0.003565455,0.125290899,0.034989866,0.778125666,0.032206423,0.111489441,30.84038402,-1.619390642,0.806769812,-30.71623284,2.543958473,1.500879236,33.17347572,0.9998,2e-04
"WCA_07",0.0332355945009838,0.012485062544354,0.0672789863006911,0.0191043469335359,"WCA",7,"NY","Core",9082017,42.49206,74.64082,571,21,672.4027776,257.5226152,209.559249,31.08968599,32.56167292,2.242374842,5.672698027,0.827073016,2.149212085,0.000587415,0.167497084,0.034677509,0.677220746,0.035070372,0.096014821,37.95949137,-1.66007154,0.929038377,-30.63341622,2.674408109,1.525989943,32.78313579,0.9257969,0.0742032
"WHI_01",0.0563105164420418,0.0098100816636971,-0.0153454776996544,-0.00537956738886253,"WHI",1,"NY","Core",9012017,44.39593,73.90094,893,6.4,655.5904388,249.0434129,207.2435645,26.47119415,26.85530792,4.247670421,5.666785355,1.116561133,0.912597167,0.005034537,0.168061524,0.115760732,0.723730105,0.026335791,0.112250634,21.65674917,-1.618669448,0.931558403,-31.05859676,2.452527249,1.466123005,33.14121837,0.9051931,0.0948069
"WHI_03",0.0639434642926199,0.0413693991578988,-0.00333091862538623,0.00189884025670375,"WHI",3,"NY","Core",9012017,44.39735,73.89967,881,13.3,650.6128938,259.583758,205.5819573,30.50964923,25.3093771,4.32031607,5.558772905,0.883365773,1.007928016,0.011212564,0.122702152,0.040085648,0.801452597,0.049959726,0.007020482,21.76269788,-1.590471646,0.740341321,-30.6795217,2.274543874,1.684703743,30.12164333,0.9436232,0.0563768
"WHI_04",0.0696261363715075,0.0492974944877025,-0.0318762619545853,-0.0376904929882338,"WHI",4,"NY","Core",9012017,44.39754,73.89878,877,23,654.3836999,237.4487115,211.3601447,23.92288228,25.58573145,2.720726367,5.748661038,1.265340494,0.930486051,0.012126446,0.135448593,0.169061773,0.668705725,0.038216262,0.03803874,21.3576811,-1.571325836,0.819904678,-31.21153997,2.742438094,1.552566844,31.1001791,0.9624851,0.0375149
"WHI_05",0.0525466129472028,0.0371975793046022,-0.0573038326359892,-0.00075877867598975,"WHI",5,"NY","Core",9012017,44.3988,73.8951,852,21,659.4452527,246.0318857,211.8843847,26.10670908,28.38924487,3.76826449,6.212971288,1.145147946,0.834371908,0.001511347,0.144069555,0.196388467,0.739813911,0.048096677,1.93687067389786e-05,19.05574629,-1.713273515,0.8428608,-31.40021699,2.457225381,1.652734452,29.99811606,0.9412438,0.0587562
"WHI_07",0.0517388675792004,-0.0166852144611868,-0.0234990408347094,-0.0111579099729954,"WHI",7,"NY","Core",9012017,44.37091,73.90691,1208,16.2,651.5361369,248.2648856,213.9549202,25.52468164,24.01711128,3.850163759,6.473097844,1.200460607,0.282886566,0.029485699,0.124140099,0.131909904,0.777055604,0.054599099,0.002287253,11.00687336,-1.594263255,0.769954519,-31.17169006,2.386231011,1.717922863,29.85576548,0.8610052,0.1389948
"WHI_12",0.0427942445899693,0.0553528097492004,-0.0336384459412634,-0.0209347467901256,"WHI",12,"NY","Core",9012017,44.39975,73.85603,573,44,680.3305496,254.972357,209.8805672,29.01471154,34.75246591,4.102106055,6.141731029,0.972725887,1.572499528,0.012741878,0.116363397,0.036443966,0.695177777,0.039451993,0.075897343,29.62978242,-1.556733695,0.765477833,-30.71110523,2.686113981,1.580332062,32.20595803,0.9649826,0.0350174
"XBM_02",0.00340622873796112,-0.191819067832478,0.0693381555671905,0.0188515213671666,"XBM",2,"PA","Margin",10042017,40.73345,77.75672,552,4.1,649.5811718,249.7492396,220.4097762,46.82249258,23.16580202,4.090769633,6.178494452,0.107359214,3.797064135,0.010950184,0.10812702,0.011841064,0.738324806,0.036700826,0.059770278,62.30052422,-1.535718074,0.73529446,-30.64401289,2.522743266,1.5499105,31.72745294,0.6392206,0.3607794
"XBM_03",-0.0157354857826126,-0.146991365468032,-0.0278218557441143,0.022362086154572,"XBM",3,"PA","Margin",10042017,40.73457,77.75919,561,1.6,667.6056958,246.5965471,221.2691841,56.20403541,27.95757337,2.826417906,5.692496563,0.725473509,5.363731862,0.008141019,0.104719721,0.054889927,0.747524749,0.025654287,0.162581572,85.53642852,-1.562484592,0.706670884,-30.84601652,2.443849672,1.463688868,34.46864696,0.7375376,0.2624624
"XBM_04",-0.00239547846128551,-0.178523337009215,-0.0163907887718977,0.0102376117968917,"XBM",4,"PA","Margin",10042017,40.73425,77.75865,556,5.4,654.5033376,258.9301815,222.205748,49.02047577,22.86025833,3.688005963,5.557200247,0.266719094,5.783943609,0.011652825,0.117944681,0.079371466,0.73617661,0.040991828,0.064616021,90.35428309,-1.567340414,0.774891661,-30.42826856,2.531858302,1.578406623,31.87196807,0.6504091,0.3495909
"XBM_05",0.00891752579791046,-0.184621260890949,0.0131281420113893,0.0330848243253787,"XBM",5,"PA","Margin",10042017,40.73351,77.75858,555,3.2,624.9842778,250.894915,215.6123382,43.48644844,15.69474101,4.938301971,6.532720463,0.117788691,3.758130273,0.006239046,0.099382122,0.019895823,0.617095955,0.039518447,0.062308205,61.77209674,-1.564831151,0.69852065,-30.6991488,2.769613563,1.575300425,31.77929786,0.6529783,0.3470217
"XBM_06",-0.00196217132074537,-0.172636256837173,-0.0625177837265452,-0.00178129539919515,"XBM",6,"PA","Margin",10042017,40.73287,77.75868,553,3.8,646.9750737,260.044728,225.8770784,49.54037911,21.09183652,4.557052647,6.034015542,0.245227927,4.24173453,0.012624514,0.094720072,0.075042901,0.748850564,0.042532411,0.059793469,67.74812142,-1.538150504,0.666042776,-30.4509469,2.348502315,1.598781417,31.71426924,0.665773,0.3342269
"XBM_07",0.00227390062858238,-0.171742411728606,0.0503049602925749,0.0291671536800491,"XBM",7,"PA","Margin",10042017,40.73135,77.7608,566,8.3,631.1985545,260.3836949,220.5573955,51.41859338,17.12246901,3.292405608,5.859558151,0.39606573,4.524741727,0.004099572,0.105495033,0.012470311,0.716909667,0.04669944,0.009734272,72.95576512,-1.597406747,0.735066208,-30.67753712,2.450655847,1.645710494,30.2882228,0.6844012,0.3155988
"XCS_01",-0.0583498081062194,0.00540689683351344,0.0278897845457468,-0.0155814129839241,"XCS",1,"WV","Edge",9262017,39.53417,79.48211,777,12.9,682.5450066,259.5365127,213.9259741,33.21232196,33.42667207,3.236404781,6.301288075,0.720526549,1.263635252,0.006386595,0.132503421,0.022736005,0.696402466,0.039098098,0.0661102,25.62797551,-1.602007717,0.827925904,-30.8259255,2.617770597,1.564923469,31.92000353,0.9852647,0.0147353
"XCS_03",-0.0640348874644647,-0.00135063763257897,0.0258109969482215,0.007982207638101,"XCS",3,"WV","Edge",9262017,39.53408,79.4812,776,6.4,685.079479,263.3747189,210.5050285,31.44844323,36.40960441,3.335275721,5.968719208,0.841679773,1.980374875,0.005893902,0.155362923,0.037158052,0.748182085,0.029255414,0.140908975,36.03124693,-1.643418006,0.918506056,-30.91956206,2.500767038,1.495495686,33.94225859,0.9765486,0.0234514
"XDS_01",-0.0657462926828429,0.0149381984898304,0.00219148043094754,0.00269250749184559,"XDS",1,"WV","Edge",10062017,38.97031,79.34267,1201,20.7,664.4764612,263.9678378,212.0217924,29.17880631,29.22092157,2.782355892,5.460527738,0.951043498,1.224112267,0.004697449,0.213643802,0.105867025,0.712620504,0.045505108,0.023656561,24.40276151,-1.634653902,0.984986987,-31.1179876,2.597141629,1.642188938,30.5974946,0.9830089,0.0169912
"XDS_02",-0.0755479513851316,0.0210979324576165,-0.0568580063299652,0.0224635534764692,"XDS",2,"WV","Edge",10062017,38.97128,79.34201,1191,42.3,686.3887264,264.9009856,211.6346847,29.88593934,36.8681015,2.940848801,5.980066626,0.932888963,0.994920726,0.014434669,0.131977373,0.06200494,0.726351909,0.036363489,0.043885758,20.79897801,-1.609595241,0.79543738,-31.03160669,2.56605398,1.553912245,31.20523903,0.9998091,0.0001908
"XDS_03",-0.0691770919453642,0.00314351149715642,0.0271857150328728,0.0261530160601974,"XDS",3,"WV","Edge",10062017,38.97446,79.33907,1203,10.5,661.7900657,263.6775527,214.1807014,28.54201925,26.55400178,2.874541694,6.26437981,0.985584548,0.64799492,0.008409456,0.146026182,0.098357411,0.743404382,0.032116697,0.09981949,16.76190622,-1.581236446,0.876775093,-31.12191048,2.510905054,1.525175443,32.7331603,0.97842,0.02158
"XDS_04",-0.0726487694591521,0.0168397580538265,-0.0488227805532514,-0.00269256861633913,"XDS",4,"WV","Edge",10062017,38.98078,79.33386,1213,34.1,664.1435342,262.2208199,214.6639366,29.19627234,28.81652319,2.966760828,6.516389141,0.956216067,0.686476264,0.008474723,0.147467152,0.082262411,0.79662526,0.05206295,0.001682682,16.62543064,-1.614329696,0.856933918,-31.06732786,2.363909602,1.673118821,30.01703108,0.9993236,0.0006764
"XDS_05",-0.0728886677690152,0.00783391815847847,0.0292671903507209,0.0226589149015679,"XDS",5,"WV","Edge",10062017,39.00473,79.32766,1224,36,677.9203728,253.6748848,211.0044439,32.47623407,33.22847455,3.428686118,5.214348466,0.763342658,1.936662575,0.013026835,0.148675885,0.054151865,0.782681248,0.030846565,0.105025137,34.78424133,-1.577734448,0.868765469,-30.85278741,2.527483378,1.493375892,33.00913096,0.9861861,0.0138138
"XDS_06",-0.0705897979520231,0.0235149271981732,-0.0368267663136864,-0.0217192053335805,"XDS",6,"WV","Edge",10062017,39.04542,79.31111,1210,36.6,676.0559347,255.2076326,212.8775717,30.55910872,33.18290622,3.636401094,5.557568389,0.863825929,1.176447282,0.007578808,0.150328264,0.027030988,0.689864447,0.02896497,0.126565599,24.34865846,-1.625062223,0.868928377,-30.98667712,2.594771268,1.479572281,33.56598529,0.9983633,0.0016367
"XFS_01",-0.0739520804140818,0.000557745573329143,-0.0272431508007324,-0.00233877207430469,"XFS",1,"MD","Edge",9252017,39.70285,78.93856,825,15.3,661.2734175,265.7067566,205.9519444,28.92974485,30.44825416,2.28318125,5.087261587,0.966734567,0.770661889,0.010179969,0.203189917,0.05900723,0.696566448,0.042641034,0.056001841,18.95628207,-1.607285244,0.955373801,-31.08062758,2.576050159,1.614988662,31.50869301,0.9890695,0.0109305
"XFS_02",-0.0716350897937288,0.0256160230586187,-0.0295877501977941,-0.0116905447122293,"XFS",2,"MD","Edge",9252017,39.70614,78.93826,827,25.8,658.7592987,266.5355265,211.3331274,27.00392604,27.49216544,2.850468356,6.28833485,1.089510878,0.270266616,0.012793132,0.149938207,0.12526871,0.677957661,0.036672769,0.066705998,11.55946378,-1.578136846,0.850663134,-31.24608295,2.597988884,1.52887966,31.92585251,0.993122,0.0068779
"XFS_03",-0.0739133596969495,0.0293489854989311,0.00632784812063368,0.00911884733230693,"XFS",3,"MD","Edge",9252017,39.70361,78.94185,820,11.3,665.3448463,254.7841366,213.2244613,32.51559804,28.47463381,3.850015986,5.571169293,0.7546394,1.122985669,0.005175179,0.131464803,0.116802819,0.66731778,0.030854392,0.113345045,24.1282631,-1.601112872,0.817171385,-31.07658733,2.654983985,1.497047953,33.24106067,0.9998079,0.0001921
